model,modality,value,function_name,patch_attention,patch_ffn,attn_fn,ffn_fn,attn_exp_dim,attn_max_exp,attn_min_exp,attn_window_size,attn_lut_build,ffn_exp_dim,ffn_max_pos_exp,ffn_window_size,attn_segments,attn_segment_0,ffn_segments,ffn_segment_0,attn_degree_center,attn_degrees,ffn_min_pos_exp,ffn_lut_build
meta-llama/Llama-2-7b-hf,nlp,5.760344926605302,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,9.0,3.0,256.0,,,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.764484975850067,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,9.0,4.0,256.0,,,,,,,,
meta-llama/Llama-2-7b-hf,nlp,21027.26918069881,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,10.0,-4.0,256.0,,,,,,,,
meta-llama/Llama-2-7b-hf,nlp,13952.794597285229,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,10.0,-3.0,256.0,,,,,,,,
meta-llama/Llama-2-7b-hf,nlp,289.78732361662725,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,10.0,-2.0,256.0,,,,,,,,
meta-llama/Llama-2-7b-hf,nlp,13.350170161378072,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,10.0,-1.0,256.0,,,,,,,,
meta-llama/Llama-2-7b-hf,nlp,6.36723924329898,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,10.0,0.0,256.0,,,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.761210903527482,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,10.0,1.0,256.0,,,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.759697221337952,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,10.0,2.0,256.0,,,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.760425269500865,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,10.0,3.0,256.0,,,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.760544265372113,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,10.0,4.0,256.0,,,,,,,,
meta-llama/Llama-2-7b-hf,nlp,21022.746245778217,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,11.0,-4.0,256.0,,,,,,,,
meta-llama/Llama-2-7b-hf,nlp,13927.914787769689,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,11.0,-3.0,256.0,,,,,,,,
meta-llama/Llama-2-7b-hf,nlp,290.0303483014239,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,11.0,-2.0,256.0,,,,,,,,
meta-llama/Llama-2-7b-hf,nlp,13.354101202141909,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,11.0,-1.0,256.0,,,,,,,,
meta-llama/Llama-2-7b-hf,nlp,6.36654996924383,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,11.0,0.0,256.0,,,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.760999670461987,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,11.0,1.0,256.0,,,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.7596637737479135,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,11.0,2.0,256.0,,,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.759513997625889,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,11.0,3.0,256.0,,,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.760043577157204,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,11.0,4.0,256.0,,,,,,,,
meta-llama/Llama-2-7b-hf,nlp,21028.39218801353,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,12.0,-4.0,256.0,,,,,,,,
meta-llama/Llama-2-7b-hf,nlp,13965.306339316125,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,12.0,-3.0,256.0,,,,,,,,
meta-llama/Llama-2-7b-hf,nlp,289.17295028953987,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,12.0,-2.0,256.0,,,,,,,,
meta-llama/Llama-2-7b-hf,nlp,13.35073855358482,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,12.0,-1.0,256.0,,,,,,,,
meta-llama/Llama-2-7b-hf,nlp,6.367196845965844,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,12.0,0.0,256.0,,,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.761872614497885,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,12.0,1.0,256.0,,,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.7599350873679,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,12.0,2.0,256.0,,,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.7601744346489285,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,12.0,3.0,256.0,,,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.759821400893428,vlp,False,True,CustomSoftmax,VLPSilu,,,,,,12.0,4.0,256.0,,,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.754751736391811,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,20.0,-16.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.755491313327014,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,20.0,-17.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.756587524294249,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,20.0,-18.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.756809869929857,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,20.0,-19.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.756704480165157,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,20.0,-20.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.761427442627951,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,20.0,-21.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.758429781745555,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,20.0,-22.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.760014541714961,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,20.0,-23.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.759027325684164,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,20.0,-24.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.754753990457527,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,21.0,-16.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.755848100561161,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,21.0,-17.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.755329492122177,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,21.0,-18.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.7557475313715605,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,21.0,-19.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.757514119151033,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,21.0,-20.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.756791830986763,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,21.0,-21.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.758061165424676,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,21.0,-22.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.757939181075438,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,21.0,-23.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.761250148795937,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,21.0,-24.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.754697443075674,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,22.0,-16.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.754844643832204,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,22.0,-17.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.755619028853112,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,22.0,-18.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.755338313269879,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,22.0,-19.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.755866038525255,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,22.0,-20.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.756961634580611,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,22.0,-21.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.756830359884875,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,22.0,-22.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.757975854555057,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,22.0,-23.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.757246057016598,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,22.0,-24.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.7547290977807615,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,23.0,-16.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.754672060636083,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,23.0,-17.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.755537380764853,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,23.0,-18.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.7561398199641225,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,23.0,-19.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.755224227469597,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,23.0,-20.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.755588447440689,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,23.0,-21.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.757159091478108,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,23.0,-22.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.756711538768182,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,23.0,-23.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.756664775684402,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,23.0,-24.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.754587975979577,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,24.0,-16.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.7548978604784295,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,24.0,-17.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.754763594747428,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,24.0,-18.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.755520325968284,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,24.0,-19.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.75585192340128,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,24.0,-20.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.755266568327442,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,24.0,-21.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.755859961175966,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,24.0,-22.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.756928693076149,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,24.0,-23.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.756749674981453,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,24.0,-24.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.754556028052228,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,25.0,-16.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.755671566530733,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,25.0,-17.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.754920989781959,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,25.0,-18.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.754808284307167,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,25.0,-19.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.7555726667112985,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,25.0,-20.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.755875644671088,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,25.0,-21.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.755541693480036,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,25.0,-22.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.756013661270861,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,25.0,-23.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.7574803900907305,pwl,True,False,PWLSoftmax,CustomSilu,,,,,,,,,25.0,-24.0,,,,,,
meta-llama/Llama-2-7b-hf,nlp,5.785859388155524,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,20.0,3.0,,,,
meta-llama/Llama-2-7b-hf,nlp,5.769525976322356,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,20.0,4.0,,,,
meta-llama/Llama-2-7b-hf,nlp,5.788172509023406,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,20.0,5.0,,,,
meta-llama/Llama-2-7b-hf,nlp,5.839907392429313,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,20.0,6.0,,,,
meta-llama/Llama-2-7b-hf,nlp,5.903939946324896,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,20.0,7.0,,,,
meta-llama/Llama-2-7b-hf,nlp,5.9380570369720544,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,20.0,8.0,,,,
meta-llama/Llama-2-7b-hf,nlp,6.234001264073863,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,20.0,9.0,,,,
meta-llama/Llama-2-7b-hf,nlp,6.257468056859385,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,20.0,10.0,,,,
meta-llama/Llama-2-7b-hf,nlp,6.346300551854905,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,20.0,11.0,,,,
meta-llama/Llama-2-7b-hf,nlp,5.786789019361847,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,21.0,3.0,,,,
meta-llama/Llama-2-7b-hf,nlp,5.767779473252651,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,21.0,4.0,,,,
meta-llama/Llama-2-7b-hf,nlp,5.827915144888185,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,21.0,5.0,,,,
meta-llama/Llama-2-7b-hf,nlp,5.948468731247827,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,21.0,6.0,,,,
meta-llama/Llama-2-7b-hf,nlp,5.886420748278124,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,21.0,7.0,,,,
meta-llama/Llama-2-7b-hf,nlp,6.08229017190432,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,21.0,8.0,,,,
meta-llama/Llama-2-7b-hf,nlp,9.084869050577437,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,21.0,9.0,,,,
meta-llama/Llama-2-7b-hf,nlp,33.24752053080763,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,21.0,10.0,,,,
meta-llama/Llama-2-7b-hf,nlp,9.298334730832403,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,21.0,11.0,,,,
meta-llama/Llama-2-7b-hf,nlp,5.784678201422622,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,22.0,3.0,,,,
meta-llama/Llama-2-7b-hf,nlp,5.775298362845192,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,22.0,4.0,,,,
meta-llama/Llama-2-7b-hf,nlp,5.77623475688151,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,22.0,5.0,,,,
meta-llama/Llama-2-7b-hf,nlp,5.799577765920645,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,22.0,6.0,,,,
meta-llama/Llama-2-7b-hf,nlp,5.816964903551548,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,22.0,7.0,,,,
meta-llama/Llama-2-7b-hf,nlp,6.005264472918602,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,22.0,8.0,,,,
meta-llama/Llama-2-7b-hf,nlp,5.961656109473464,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,22.0,9.0,,,,
meta-llama/Llama-2-7b-hf,nlp,6.041540948048849,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,22.0,10.0,,,,
meta-llama/Llama-2-7b-hf,nlp,6.257461023636306,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,22.0,11.0,,,,
meta-llama/Llama-2-7b-hf,nlp,5.783424568916476,pwl,False,True,CustomSoftmax,PWLSilu,,,,,,,,,,,23.0,3.0,,,,
