model,value,function_name,attn_fn,ffn_fn,attn_exp_dim,attn_window_dim,attn_window_size,attn_lut_build,attn_mant_dim,attn_max_min_exp
openai/whisper-tiny,,vlp,VLPSoftmax,torch,10.0,16.0,256.0,max,16.0,-1
openai/whisper-tiny,384.95444399467493,vlp,VLPSoftmax,torch,10.0,16.0,256.0,max,16.0,0
openai/whisper-tiny,28.2698785323965,vlp,VLPSoftmax,torch,10.0,16.0,256.0,max,16.0,1
openai/whisper-tiny,26.975306541751994,vlp,VLPSoftmax,torch,10.0,16.0,256.0,max,16.0,2
openai/whisper-tiny,27.080884906424416,vlp,VLPSoftmax,torch,10.0,16.0,256.0,max,16.0,3
openai/whisper-tiny,27.080884906424416,vlp,VLPSoftmax,torch,10.0,16.0,256.0,max,16.0,4
openai/whisper-tiny,27.080884906424416,vlp,VLPSoftmax,torch,10.0,16.0,256.0,max,16.0,5
openai/whisper-tiny,27.080884906424416,vlp,VLPSoftmax,torch,10.0,16.0,256.0,max,16.0,6
openai/whisper-tiny,27.080884906424416,vlp,VLPSoftmax,torch,10.0,16.0,256.0,max,16.0,7
openai/whisper-tiny,,vlp,VLPSoftmax,torch,11.0,16.0,256.0,max,16.0,-4
openai/whisper-tiny,,vlp,VLPSoftmax,torch,11.0,16.0,256.0,max,16.0,-3
openai/whisper-tiny,,vlp,VLPSoftmax,torch,11.0,16.0,256.0,max,16.0,-2
openai/whisper-tiny,,vlp,VLPSoftmax,torch,11.0,16.0,256.0,max,16.0,-1
openai/whisper-tiny,384.95444399467493,vlp,VLPSoftmax,torch,11.0,16.0,256.0,max,16.0,0
openai/whisper-tiny,28.2698785323965,vlp,VLPSoftmax,torch,11.0,16.0,256.0,max,16.0,1
openai/whisper-tiny,26.975306541751994,vlp,VLPSoftmax,torch,11.0,16.0,256.0,max,16.0,2
openai/whisper-tiny,27.080884906424416,vlp,VLPSoftmax,torch,11.0,16.0,256.0,max,16.0,3
openai/whisper-tiny,27.080884906424416,vlp,VLPSoftmax,torch,11.0,16.0,256.0,max,16.0,4
openai/whisper-tiny,27.080884906424416,vlp,VLPSoftmax,torch,11.0,16.0,256.0,max,16.0,5
openai/whisper-tiny,27.080884906424416,vlp,VLPSoftmax,torch,11.0,16.0,256.0,max,16.0,6
openai/whisper-tiny,27.080884906424416,vlp,VLPSoftmax,torch,11.0,16.0,256.0,max,16.0,7
openai/whisper-tiny,,vlp,VLPSoftmax,torch,12.0,16.0,256.0,max,16.0,-4
openai/whisper-tiny,,vlp,VLPSoftmax,torch,12.0,16.0,256.0,max,16.0,-3
openai/whisper-tiny,,vlp,VLPSoftmax,torch,12.0,16.0,256.0,max,16.0,-2
openai/whisper-tiny,,vlp,VLPSoftmax,torch,12.0,16.0,256.0,max,16.0,-1
openai/whisper-tiny,384.95444399467493,vlp,VLPSoftmax,torch,12.0,16.0,256.0,max,16.0,0
openai/whisper-tiny,28.2698785323965,vlp,VLPSoftmax,torch,12.0,16.0,256.0,max,16.0,1
openai/whisper-tiny,26.975306541751994,vlp,VLPSoftmax,torch,12.0,16.0,256.0,max,16.0,2
openai/whisper-tiny,27.080884906424416,vlp,VLPSoftmax,torch,12.0,16.0,256.0,max,16.0,3
openai/whisper-tiny,27.080884906424416,vlp,VLPSoftmax,torch,12.0,16.0,256.0,max,16.0,4
openai/whisper-tiny,27.080884906424416,vlp,VLPSoftmax,torch,12.0,16.0,256.0,max,16.0,5
openai/whisper-tiny,27.080884906424416,vlp,VLPSoftmax,torch,12.0,16.0,256.0,max,16.0,6
openai/whisper-tiny,27.080884906424416,vlp,VLPSoftmax,torch,12.0,16.0,256.0,max,16.0,7
