model,modality,value,function_name,patch_attention,patch_ffn,attn_fn,ffn_fn,attn_exp_dim,attn_max_exp,attn_min_exp,attn_window_size,attn_lut_build,ffn_exp_dim,ffn_max_pos_exp,ffn_window_size,attn_segments,attn_segment_0,ffn_segments,ffn_segment_0,attn_degree_center,attn_degrees
openai/whisper-tiny,audio,30.093129052017023,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,11.0,0.0,256.0,,,,,,
openai/whisper-tiny,audio,22.36331459495464,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,11.0,1.0,256.0,,,,,,
openai/whisper-tiny,audio,22.36331459495464,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,11.0,2.0,256.0,,,,,,
openai/whisper-tiny,audio,22.36331459495464,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,11.0,3.0,256.0,,,,,,
openai/whisper-tiny,audio,22.36331459495464,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,11.0,4.0,256.0,,,,,,
openai/whisper-tiny,audio,28062.44543295368,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,12.0,-4.0,256.0,,,,,,
openai/whisper-tiny,audio,28062.44543295368,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,12.0,-3.0,256.0,,,,,,
openai/whisper-tiny,audio,25551.147332366145,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,12.0,-2.0,256.0,,,,,,
openai/whisper-tiny,audio,5110.550973561067,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,12.0,-1.0,256.0,,,,,,
openai/whisper-tiny,audio,30.034410770075542,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,12.0,0.0,256.0,,,,,,
openai/whisper-tiny,audio,22.36331459495464,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,12.0,1.0,256.0,,,,,,
openai/whisper-tiny,audio,22.40703562619394,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,12.0,2.0,256.0,,,,,,
openai/whisper-tiny,audio,22.36331459495464,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,12.0,3.0,256.0,,,,,,
openai/whisper-tiny,audio,22.36331459495464,vlp,False,True,CustomSoftmax,VLPGelu,,,,,,12.0,4.0,256.0,,,,,,
openai/whisper-tiny,audio,25.539706914745462,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,20.0,-16.0,,,,
openai/whisper-tiny,audio,28.15966472087403,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,20.0,-17.0,,,,
openai/whisper-tiny,audio,26.975306541752,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,20.0,-18.0,,,,
openai/whisper-tiny,audio,28.1047190510635,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,20.0,-19.0,,,,
openai/whisper-tiny,audio,27.13382894609056,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,20.0,-20.0,,,,
openai/whisper-tiny,audio,28.49160193774056,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,20.0,-21.0,,,,
openai/whisper-tiny,audio,29.97580706035513,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,20.0,-22.0,,,,
openai/whisper-tiny,audio,24.9968545761854,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,20.0,-23.0,,,,
openai/whisper-tiny,audio,24.22778221261098,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,20.0,-24.0,,,,
openai/whisper-tiny,audio,24.322607071104724,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,21.0,-16.0,,,,
openai/whisper-tiny,audio,29.22428378123494,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,21.0,-17.0,,,,
openai/whisper-tiny,audio,27.83159468972004,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,21.0,-18.0,,,,
openai/whisper-tiny,audio,23.75917448515314,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,21.0,-19.0,,,,
openai/whisper-tiny,audio,27.72308958496738,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,21.0,-20.0,,,,
openai/whisper-tiny,audio,27.13382894609056,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,21.0,-21.0,,,,
openai/whisper-tiny,audio,24.948080241282657,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,21.0,-22.0,,,,
openai/whisper-tiny,audio,29.16726080660049,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,21.0,-23.0,,,,
openai/whisper-tiny,audio,37.23270344720572,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,21.0,-24.0,,,,
openai/whisper-tiny,audio,26.453556883236853,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,22.0,-16.0,,,,
openai/whisper-tiny,audio,23.992334296139543,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,22.0,-17.0,,,,
openai/whisper-tiny,audio,27.293282919182133,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,22.0,-18.0,,,,
openai/whisper-tiny,audio,26.92267181399609,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,22.0,-19.0,,,,
openai/whisper-tiny,audio,22.98324851186175,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,22.0,-20.0,,,,
openai/whisper-tiny,audio,30.927341318986464,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,22.0,-21.0,,,,
openai/whisper-tiny,audio,27.13382894609056,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,22.0,-22.0,,,,
openai/whisper-tiny,audio,24.657426302639607,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,22.0,-23.0,,,,
openai/whisper-tiny,audio,22.93840316315381,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,22.0,-24.0,,,,
openai/whisper-tiny,audio,23.94552000018515,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,23.0,-16.0,,,,
openai/whisper-tiny,audio,25.58963789966816,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,23.0,-17.0,,,,
openai/whisper-tiny,audio,26.713157919740368,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,23.0,-18.0,,,,
openai/whisper-tiny,audio,31.90908051733889,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,23.0,-19.0,,,,
openai/whisper-tiny,audio,26.09434828302453,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,23.0,-20.0,,,,
openai/whisper-tiny,audio,23.20879380099744,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,23.0,-21.0,,,,
openai/whisper-tiny,audio,28.65903496526287,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,23.0,-22.0,,,,
openai/whisper-tiny,audio,27.13382894609056,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,23.0,-23.0,,,,
openai/whisper-tiny,audio,27.080884906424416,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,23.0,-24.0,,,,
openai/whisper-tiny,audio,23.898797049169467,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,24.0,-16.0,,,,
openai/whisper-tiny,audio,26.24769367033534,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,24.0,-17.0,,,,
openai/whisper-tiny,audio,25.2915095879081,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,24.0,-18.0,,,,
openai/whisper-tiny,audio,22.58277618471852,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,24.0,-19.0,,,,
openai/whisper-tiny,audio,30.62678644311483,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,24.0,-20.0,,,,
openai/whisper-tiny,audio,26.557093177483523,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,24.0,-21.0,,,,
openai/whisper-tiny,audio,23.39082262682308,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,24.0,-22.0,,,,
openai/whisper-tiny,audio,30.987805310145493,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,24.0,-23.0,,,,
openai/whisper-tiny,audio,27.13382894609056,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,24.0,-24.0,,,,
openai/whisper-tiny,audio,23.898797049169467,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,25.0,-16.0,,,,
openai/whisper-tiny,audio,26.76538304079522,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,25.0,-17.0,,,,
openai/whisper-tiny,audio,27.66899576881004,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,25.0,-18.0,,,,
openai/whisper-tiny,audio,24.948080241282657,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,25.0,-19.0,,,,
openai/whisper-tiny,audio,26.92267181399609,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,25.0,-20.0,,,,
openai/whisper-tiny,audio,27.13382894609056,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,25.0,-21.0,,,,
openai/whisper-tiny,audio,26.401940203271806,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,25.0,-22.0,,,,
openai/whisper-tiny,audio,23.16350836406023,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,25.0,-23.0,,,,
openai/whisper-tiny,audio,28.547303976590324,pwl,True,False,PWLSoftmax,CustomGelu,,,,,,,,,25.0,-24.0,,,,
openai/whisper-tiny,audio,22.58277618471852,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,20.0,3.0,,
openai/whisper-tiny,audio,23.0281815347328,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,20.0,4.0,,
openai/whisper-tiny,audio,23.666546242140512,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,20.0,5.0,,
openai/whisper-tiny,audio,24.322607071104724,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,20.0,6.0,,
openai/whisper-tiny,audio,25.489873356103875,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,20.0,7.0,,
openai/whisper-tiny,audio,25.24216031657971,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,20.0,8.0,,
openai/whisper-tiny,audio,29.22428378123494,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,20.0,9.0,,
openai/whisper-tiny,audio,30.093129052017023,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,20.0,10.0,,
openai/whisper-tiny,audio,30.74665629604239,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,20.0,11.0,,
openai/whisper-tiny,audio,22.450842133517945,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,21.0,3.0,,
openai/whisper-tiny,audio,22.893645317537526,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,21.0,4.0,,
openai/whisper-tiny,audio,23.0281815347328,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,21.0,5.0,,
openai/whisper-tiny,audio,23.71281513502692,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,21.0,6.0,,
openai/whisper-tiny,audio,24.80232751057381,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,21.0,7.0,,
openai/whisper-tiny,audio,26.14536361045317,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,21.0,8.0,,
openai/whisper-tiny,audio,27.83159468972004,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,21.0,9.0,,
openai/whisper-tiny,audio,28.049880592281973,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,21.0,10.0,,
openai/whisper-tiny,audio,27.50734679020036,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,21.0,11.0,,
openai/whisper-tiny,audio,22.40703562619394,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,22.0,3.0,,
openai/whisper-tiny,audio,22.93840316315381,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,22.0,4.0,,
openai/whisper-tiny,audio,23.4365524707797,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,22.0,5.0,,
openai/whisper-tiny,audio,23.52828054362271,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,22.0,6.0,,
openai/whisper-tiny,audio,24.22778221261098,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,22.0,7.0,,
openai/whisper-tiny,audio,25.992616060150944,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,22.0,8.0,,
openai/whisper-tiny,audio,26.196478674560588,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,22.0,9.0,,
openai/whisper-tiny,audio,26.975306541752,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,22.0,10.0,,
openai/whisper-tiny,audio,30.093129052017023,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,22.0,11.0,,
openai/whisper-tiny,audio,22.40703562619394,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,23.0,3.0,,
openai/whisper-tiny,audio,22.893645317537526,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,23.0,4.0,,
openai/whisper-tiny,audio,23.0281815347328,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,23.0,5.0,,
openai/whisper-tiny,audio,23.345182011801924,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,23.0,6.0,,
openai/whisper-tiny,audio,24.18050850623376,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,23.0,7.0,,
openai/whisper-tiny,audio,25.192907336481863,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,23.0,8.0,,
openai/whisper-tiny,audio,26.2990087931472,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,23.0,9.0,,
openai/whisper-tiny,audio,27.186876493132687,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,23.0,10.0,,
openai/whisper-tiny,audio,28.21471781131472,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,23.0,11.0,,
openai/whisper-tiny,audio,22.40703562619394,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,24.0,3.0,,
openai/whisper-tiny,audio,22.67116267165818,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,24.0,4.0,,
openai/whisper-tiny,audio,23.16350836406023,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,24.0,5.0,,
openai/whisper-tiny,audio,23.666546242140512,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,24.0,6.0,,
openai/whisper-tiny,audio,23.898797049169467,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,24.0,7.0,,
openai/whisper-tiny,audio,24.51337164267764,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,24.0,8.0,,
openai/whisper-tiny,audio,25.39049775763493,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,24.0,9.0,,
openai/whisper-tiny,audio,28.325147094540903,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,24.0,10.0,,
openai/whisper-tiny,audio,26.50527447554508,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,24.0,11.0,,
openai/whisper-tiny,audio,22.31967887301749,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,25.0,3.0,,
openai/whisper-tiny,audio,22.893645317537526,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,25.0,4.0,,
openai/whisper-tiny,audio,22.98324851186175,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,25.0,5.0,,
openai/whisper-tiny,audio,22.98324851186175,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,25.0,6.0,,
openai/whisper-tiny,audio,23.29963045161108,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,25.0,7.0,,
openai/whisper-tiny,audio,23.71281513502692,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,25.0,8.0,,
openai/whisper-tiny,audio,25.840760898054555,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,25.0,9.0,,
openai/whisper-tiny,audio,26.60901318672489,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,25.0,10.0,,
openai/whisper-tiny,audio,27.293282919182133,pwl,False,True,CustomSoftmax,PWLGelu,,,,,,,,,,,25.0,11.0,,
openai/whisper-tiny,audio,51.99626426796157,taylor,True,False,TaylorSoftmax,CustomGelu,,,,,,,,,,,,,-9.0,5.0
